,0,1,2,3,4,z0,z1,z2,z3,z4
351,0.7257738938167138,9.656090272423534e-06,-8.505896076339706e-05,-0.002319621649663058,0.6706002583960766,-3.3449948494844968,-3.369413985166971,-3.4201022799737144,-3.4645153232416934,-3.4810698097089805
352,0.7319732387360809,9.739697564625167e-06,-8.580746436935052e-05,-0.002340027242125068,0.6764759949410318,-3.342082359410936,-3.3664802333296464,-3.4171243937917612,-3.461498766582362,-3.478038839043148
353,0.7381680332556412,9.823201713391933e-06,-8.65539960373603e-05,-0.0023603435702074078,0.6823212948344523,-3.3391698693373755,-3.363546481492322,-3.414146507609807,-3.458482209923031,-3.475007868377315
354,0.7443573932057302,9.906589078377947e-06,-8.7298394841801e-05,-0.0023805650866622454,0.6881344091682793,-3.336257379263815,-3.3606127296549975,-3.411168621427854,-3.4554656532637003,-3.471976897711482
355,0.7505404310166444,9.989845962993732e-06,-8.804049899241612e-05,-0.0024006862135262904,0.6939135836628323,-3.3333448891902537,-3.3576789778176734,-3.4081907352459,-3.452449096604369,-3.4689459270456497
356,0.7567162628787788,1.0072958610684934e-05,-8.878014587237614e-05,-0.0024207013457454587,0.6996570687988183,-3.330432399116693,-3.3547452259803494,-3.405212849063947,-3.449432539945038,-3.465914956379817
357,0.7628839940164791,1.0155913185598396e-05,-8.951717338884387e-05,-0.002440604852784833,0.7053630952613008,-3.3275199090431324,-3.351811474143025,-3.402234962881993,-3.446415983285707,-3.462883985713984
358,0.769042728757905,1.0238695826687738e-05,-9.025141748525608e-05,-0.002460391080238625,0.7110298883181297,-3.3246074189695713,-3.3488777223057005,-3.3992570767000396,-3.443399426626376,-3.459853015048151
359,0.7751915698663114,1.032129263333086e-05,-9.098271358988001e-05,-0.002480054352017236,0.7166556668654326,-3.3216949288960107,-3.345943970468376,-3.3962791905180856,-3.4403828699670447,-3.456822044382318
360,0.7813296180092033,1.0403689666111717e-05,-9.171089672145405e-05,-0.002499588983129184,0.7222386440859151,-3.31878243882245,-3.343010218631052,-3.3933013043361324,-3.437366313307714,-3.453791073716485
361,0.787455971980944,1.0485872950813458e-05,-9.243580136092073e-05,-0.0025189892690234217,0.7277770284038694,-3.3158699487488894,-3.3400764667937275,-3.3903234181541784,-3.4343497566483827,-3.4507601030506527
362,0.7935697292123776,1.0567828482445949e-05,-9.315726155033818e-05,-0.002538249486556782,0.7332690238484254,-3.3129574586753288,-3.3371427149564035,-3.387345531972225,-3.4313331999890515,-3.44772913238482
363,0.799669988112288,1.064954222930695e-05,-9.387511116695805e-05,-0.0025573638988706194,0.7387128309547157,-3.310044968601768,-3.334208963119079,-3.384367645790271,-3.4283166433297207,-3.4446981617189874
364,0.8057558451060326,1.0731000137075456e-05,-9.458918359357033e-05,-0.0025763267571672775,0.7441066473570733,-3.3071324785282075,-3.3312752112817545,-3.381389759608318,-3.42530008667039,-3.4416671910531544
